Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
FDA.SDTMIG.SD1217,SD1217,Invalid TSVAL value for AGEMIN,"TSVAL value must be either ISO 8601 format for time period (e.g. P80Y) or null, when TSPARMCD='AGEMIN'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1215,SD1215,Invalid TSVAL value for AGEMAX,"TSVAL value must be either ISO 8601 format for time period (e.g. P80Y) or null, when TSPARMCD='AGEMAX'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1214,SD1214,Multiple ADDON records,Trial Summary (TS) domain must contain only one record for 'ADDON' Parameter.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1213,SD1213,RFSTDTC is not provided for a treated subject,"Subject Reference Start Date/Time (RFSTDTC) should be populated for all treated subjects, those where Actual Arm Code (ACTARMCD) is not equal to 'SCRNFAIL', 'NOTASSGN', 'NOTTRT', or null.",SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1212,SD1212,'--STRESN does not equal --STRESC,"Standardized Result in Numeric Format (--STRESN) variable value should be equal Standardized Result in Character Format (--STRESC) variable value, when Standardized Result in Character Format (--STRESC) variable value represents a numeric value.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""CV"",""DA"",""DD"",""DO"",""DU"",""EG"",""FT"",""IE"",""IS"",""LB"",""MB"",""MI"",""MK"",""MO"",""MS"",""NV"",""OE"",""PC"",""PE"",""PP"",""QS"",""RE"",""RP"",""RS"",""SC"",""SS"",""TR"",""TU"",""UR"",""VS"",""FA"",""SR""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1210,SD1210,Missing value for RFICDTC,Date/Time of Informed Consent (RFICDTC) variable value should be populated. It would be NULL only in studies not collecting this info.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1209,SD1209,"Missing value for RFXENDTC, when RFXSTDTC is provided","Value for Date/Time of Last Study Treatment (RFXENDTC) variable must be populated, when Date/Time of First Study Treatment (RFXSTDTC) variable value is provided.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1208,SD1208,RFXSTDTC date is after RFXENDTC,Date/Time of First Study Treatment (RFXSTDTC) variable value must be less than or equal to Date/Time of Last Study Treatment (RFXENDTC).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1207,SD1207,EXENDTC date is after RFXENDTC,End Date/Time of Treatment (EXENDTC) variable value must be less than or equal to Date/Time of Last Study Treatment (RFXENDTC).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL-PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1206,SD1206,EXSTDTC date is after RFXENDTC,Start Date/Time of Treatment (EXSTDTC) variable value must be less than or equal to Date/Time of Last Study Treatment (RFXENDTC).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL-PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1204,SD1204,'--ENDTC date is after RFPENDTC,End Date/Time (--ENDTC) variable value must be less than or equal to Date/Time of End of Participation (RFPENDTC).,"SDTMIG, SENDIG-AR","3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""DI"",""DM"",""DR"",""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1203,SD1203,'--DTC date is after RFPENDTC,Date/Time of Collection (--DTC) variable value must be less than or equal to Date/Time of End of Participation (RFPENDTC).,"SDTMIG, SENDIG-AR","3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO"",""DI"",""DM"",""DR"",""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1202,SD1202,'--STDTC date is after RFPENDTC,Start Date/Time (--STDTC) variable value must be less than or equal to Date/Time of End of Participation (RFPENDTC).,"SDTMIG, SENDIG-AR","3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""DI"",""DM"",""DR"",""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1151,SD1151,Inconsistent value for IETESTCD within IETEST,All values of Inclusion/Exclusion Criterion Short Name  (IETESTCD) should be the same for a given value of Inclusion/Exclusion Criterion (IETEST).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1201,SD1201,Duplicate records in domain,"The structure of Events class domains should be one records per Event per subject. No Events with the same Collected Term (--TERM), Decoded Term (--DECOD), Category (--CAT), Subcategory (--SCAT), Occurrence (--OCCUR), Location (--LOC), Laterality (--LAT), Directionality (--DIR), Severity (--SEV), Toxicity Grade (--TOXGR), Visit Number (VISITNUM), Visit Day (VISITDY), and Start Reference Time Point (--STTPT) values for the same Subject (USUBJID) and the same Start Date (--STDTC) are expected.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1150,SD1150,Inconsistent value for IETEST within IETESTCD,All values of Inclusion/Exclusion Criterion (IETEST) should be the same for a given value of Inclusion/Exclusion Criterion Short Name (IETESTCD).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1149,SD1149,Expected variable with missing value for all records,"Expected variables may contain some null values, but in most cases will not contain null values for every record. When no data has been collected for an Expected variable, however, a null column must still be included in the dataset, and a comment must be included in the define.xml to state that data was not collected.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS"",""SPECIAL PURPOSE""]},""Domains"":{""Exclude"":[""DM"",""SE"",""SJ"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1147,SD1147,"Missing --PRESP variable, when --OCCUR variable is present","Pre-specified (--PRESP) variable should be included into dataset, when Occurrence (--OCCUR) variable is present. (--PRESP/Events) Used to indicate whether the event describe by --TERM was pre-specified on a CRF.  Value is Y for pre-specified events, null for spontaneously reported events. (--PRESP/Interventions) Used when a specific intervention is pre-specified on a CRF. Values should be 'Y' or null. (--OCCUR) Used to record whether a pre-specified event occurred when information about the occurrence of a specific event is solicited.","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1144,SD1144,MHSTDTC date is after RFSTDTC,The medical history dataset includes the subject's prior history at the start of the trial. Start Date/Time of Medical History Event (MHSTDTC) should be before Subject Reference Start Date/Time (RFSTDTC).,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""MH""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1143,SD1143,No Details info for AESMIE Adverse Event in SUPPAE domain,"When a description of Other Medically Important Serious Adverse Events category is collected on a CRF, sponsors should place the description in the SUPPAE dataset using the standard supplemental qualifier name code AESOSP.",SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1138,SD1138,"'--DRVFL='Y', when --ORRES value is populated",Derived Flag (--DRVFL) variable may be populated only when Result in Original Units (--ORRES) value is NULL and Result in Std. Format (--STRESC) value is populated (result is derived rather than collected).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1137,SD1137,"Non-missing value for --ORRES, when --DRVFL='Y'","Character Result/Finding in Original Units (--ORRES) value should be NULL, when Derived Flag (--DRVFL) value is 'Y'.","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1134,SD1134,Inconsistent value for ACTARMCD,A value for Actual Arm Code (ACTARMCD) must have a unique value for Description of Actual Arm (ACTARM) with the domain.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1131,SD1131,Missing --STRESC value for Baseline record,A Standard Result value (--STRESC) is expected to be populated for Baseline records (--BLFL='Y').,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""CV"",""DA"",""DD"",""DO"",""DU"",""EG"",""FT"",""IE"",""IS"",""LB"",""MB"",""MI"",""MK"",""MO"",""MS"",""NV"",""OE"",""PC"",""PE"",""PP"",""QS"",""RE"",""RP"",""RS"",""SC"",""SS"",""TR"",""TU"",""UR"",""VS"",""FA"",""SR""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1130,SD1130,Inconsistent value for QNAM within QLABEL,All values of Qualifier Variable Name (QNAM) should be the same for a given value of Qualifier Variable Label (QLABEL).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1129,SD1129,Neither AGE nor AGETXT variables are present,At least one of Age (AGE) or Age Text (AGETXT) variables should be included into Demographics (DM) domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1128,SD1128,Invalid value for RELTYPE variable,"Relationship Type (RELTYPE)  variable values should be populated with terms 'ONE', 'MANY', when Related Records (RELREC) dataset is used to identify relationships between datasets.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""RELREC""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1127,SD1127,"Inconsistent value for --TPTNUM within --TPT, --TPTREF, VISITNUM","All values of Planned Time Point Number (--TPTNUM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable, Time Point Reference (--TPTREF) variable, and Visit Number (VISITNUM) variable.","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1126,SD1126,"Inconsistent value for --TPT within --TPTNUM, --TPTREF, VISITNUM","All values of Planned Time Point Name (--TPT) variable should be the same for a given value of Planned Time Point Number (--TPTNUM) variable, Time Point Reference (--TPTREF) variable, and Visit Number (VISITNUM) variable.","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1125,SD1125,"Inconsistent value for  --ELTM within --TPT, --TPTREF and/or VISITNUM","All values of Planned Elapsed Time (--ELTM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable, Time Point Reference (--TPTREF) and/or Visit Number (VISITNUM)","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1121,SD1121,Neither AGE nor AGETXT values are populated,"Value for Age (AGE) or Age Range (AGETXT) variables should be populated for all subjects. The only exception for SDTM is for Screen Failures (ARMCD=SCRNFAIL) and Not Assigned (ARMCD=NOTASSGN) subjects, or subjects with ARMCD=null.  There are no exceptions for SEND.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1120,SD1120,Comments in SUPPQUAL domain,"Comments should be stored in Comments (CO) domain, rather than be put into Supplemental Qualifier (SUPP--) domains.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1119,SD1119,"Inappropriate usage of variables in CO domain, when comment is a child record of another domain","In the Comments (CO) domain, the following Identifier and Timing variables are Permissible and may be populated as appropriate when comments are not related to other domain records (i.e., RDOMAIN and IDVAR variable values are not populated): COGRPID, COREFID, COSPID, VISIT, VISITNUM, VISITDY, TAETORD, CODY, COTPT, COTPTNUM, COELTM, COTPTREF, CORFTDTC.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""CO""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1118,SD1118,"Neither --STDTC, --DTC nor  --STDY are populated","At least one value of three variables Start Date/Time (--STDTC), Collection Date/Time (--DTC) or Start Study Day (--STDY) should be populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1116,SD1116,Inconsistent variable length within split datasets,Split datasets should have matching variable lengths for future merges. Datasets should be resized to the maximum length used prior to splitting.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""AG"",""CM"",""DX"",""EC"",""EX"",""ML"",""PR"",""SU"",""AE"",""CE"",""DE"",""DS"",""DT"",""DV"",""HO"",""MH"",""CV"",""DA"",""DD"",""DO"",""DU"",""EG"",""FT"",""IE"",""IS"",""LB"",""MB"",""MI"",""MK"",""MO"",""MS"",""NV"",""OE"",""PC"",""PE"",""PP"",""QS"",""RE"",""RP"",""RS"",""SC"",""SS"",""TR"",""TU"",""UR"",""VS"",""FA"",""SR""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1117,SD1117,Duplicate records,The structure of Findings class domains should be one record per Finding Result per subject. No Finding Result with the same Test Short Name (--TESTCD) and the same Qualifier variables at the same timepoint for the same Subject (USUBJID) are expected.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1114C,SD1114C,Value for --BODSYS is in incorrect case,Case for Body System or Organ Class (--BODSYS) variable must follow MedDRA sentence  case and be populated using a System Organ Class of the MedDRA dictionary of a version specified in the define.xml (Case-sensitive).,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE"",""CE"",""MH""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1114,SD1114,Value for --BODSYS not found in MedDRA dictionary,Value for Body System or Organ Class (--BODSYS) variable must be populated using a System Organ Class of the MedDRA dictionary of a version specified in the define.xml (Case-insensitive).,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE"",""CE"",""MH""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1113,SD1113,Missing TE dataset,Trial Elements (TE) dataset should be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1111,SD1111,Missing SE dataset,Subject Elements (SE) dataset should be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1110,SD1110,Missing DS dataset,Disposition (DS) dataset should be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1109,SD1109,Missing EX dataset,Exposure (EX) dataset should be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1108,SD1108,Missing VS dataset,Vital Signs (VS) dataset should be included in every submission.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1107,SD1107,Missing LB dataset,Lab Test Results (LB) dataset should be included in every submission.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1106,SD1106,Missing AE dataset,Adverse Events (AE) dataset should be included in every submission.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1105,SD1105,"EPOCH variable is populated, when DSCAT equals 'PROTOCOL MILESTONE'","Epoch (EPOCH) variable value should not be populated, when Category for Disposition Event (DSCAT) variable value equals 'PROTOCOL MILESTONE'.",SDTMIG,"3.1.2, 3.1.3, 3.2","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1104,SD1104,"Missing --STRTPT variable, when --STTPT variable is present","Start Relative to Reference Time Point (--STRTPT) variable must be included into the domain, when Start Relative Time Point (--STTPT) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1103,SD1103,"Missing --STTPT variable, when --STRTPT variable is present","Start Reference Time Point (--STTPT) variable must be included into the domain, when Start Relative to Reference Time Point (--STRTPT) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1102,SD1102,"Missing --ENRTPT variable, when --ENTPT variable is present","End Relative to Reference Time Point (--ENRTPT) variable must be included into the domain, when End Relative Time Point (--ENTPT) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1101,SD1101,"Missing --ENTPT variable, when --ENRTPT variable is present","End Reference Time Point (--ENTPT) variable must be included into the domain, when End Relative to Reference Time Point (--ENRTPT) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1099,SD1099,"Missing --CAT variable, when --SCAT variable is present","Category (--CAT) variable should be included into dataset, when Subcategory (--SCAT) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1098,SD1098,"Missing --CAT value, when --SCAT value is populated","Value for Category (--CAT) variable should be populated, when value for Subcategory (--SCAT) variable is populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1096,SD1096,High risk of truncated value for --TERM variable,"SAS v5 export format has a limitation on variables length up to 200 characters. If collected value was more than 200 characters, then SUPPQUAL dataset should be used to store additional 200+ characters. Variable QNAM should have --TERM1, ---TERM2, etc. values for those records. Value splitting should be performed between words or numbers. See SDTM IG #4.1.5.3.2 for details. This risk-assessment check is triggered based on assumption that if original value was truncated, then the actual data value length is exactly 200 characters.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1095,SD1095,Invalid dataset name for split domain,"Split datasets must not have name of original domain. E.g., lbhm.xpt is a valid name, when lb.xpt is not a valid dataset name for split domain.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1094,SD1094,Incorrect value for --ENDY variable,Study Day of End (--ENDY) variable value should be populated as defined by CDISC standards: --ENDY = (date portion of --ENDTC) - (date portion of RFSTDTC) +1 if --ENDTC is on or after RFSTDTC; --ENDY = (date portion of --ENDTC) - (date portion of RFSTDTC) if --ENDTC precedes RFSTDTC.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1093,SD1093,'--ENDY variable value is imputed,"Study Day of End (--ENDY) variable value should not be imputed. It may be only populated, when both End Study Date/Time (--ENDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
